tox21-esre-bla-p1_summary.csv tox21-nfkb-bla-p1_summary.csv tox21-ror-cho-antagonist-p1_pubchem_summary.csv tox21-rxr-bla-agonist-p1_pubchem_summary.csv tox21-ap1-bla-agonist-p1_pubchem_summary.csv
PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity
144208165,NCGC00258520-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208620,NCGC00258973-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Interchem 170465929,NCGC00182060-03,3,25,,,,inconclusive 144212723,NCGC00255201-01,3,5,,,,inconclusive,active 144207390,NCGC00257746-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208166,NCGC00258521-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208621,NCGC00258974-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170465956,NCGC00344555-01,3,25,,,,inconclusive 144209390,NCGC00259741-01,3,5,,,,inconclusive,inconclusive 144207392,NCGC00257748-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208167,NCGC00258522-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208622,NCGC00258975-01,1,0,,,,inactive,inactive,,0,active 170465964,NCGC00162179-08,3,25,,,,inconclusive 144209467,NCGC00259818-01,3,5,,,,inconclusive,inconclusive 144207393,NCGC00257749-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208168,NCGC00258523-01,1,0,,,,inactive,inactive,,0,inactive,,0,active 144208623,NCGC00258976-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170465984,NCGC00179676-03,3,25,,,,inconclusive 144213853,NCGC00257477-01,3,5,,,,inconclusive,inconclusive 144207394,NCGC00257750-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144208169,NCGC00258524-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208624,NCGC00258977-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170465995,NCGC00164603-04,3,25,,,,inconclusive 144208185,NCGC00258540-01,3,5,,,,inconclusive,active 144207395,NCGC00257751-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208170,NCGC00258525-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208625,NCGC00258978-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170465999,NCGC00179274-03,3,25,,,,inconclusive 170465406,NCGC00024196-05,3,5,,,,inconclusive,inconclusive 144207396,NCGC00257752-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208171,NCGC00258526-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208626,NCGC00258979-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 170466023,NCGC00249927-01,3,25,,,,inconclusive 144208094,NCGC00258450-01,3,5,,,,inconclusive,inconclusive 144207398,NCGC00257754-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208172,NCGC00258527-01,1,0,,,,inactive,inactive,,0,inconclusive 144208628,NCGC00258981-01,1,0,,,,inactive,inactive,,0,inconclusive 170466074,NCGC00166247-02,3,25,,,,inconclusive 144209484,NCGC00259835-01,3,5,,,,inconclusive,active 144207399,NCGC00257755-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208173,NCGC00258528-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208629,NCGC00258982-01,1,0,,,,inactive,inactive,,0,inconclusive 170466083,NCGC00178521-03,3,25,,,,inconclusive 144210565,NCGC00254194-01,3,5,,,,inconclusive,active 144207400,NCGC00257756-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208174,NCGC00258529-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208630,NCGC00258983-01,1,0,,,,inactive,inactive,,0,active 170466088,NCGC00015300-10,3,25,,,,inconclusive 144206868,NCGC00183847-01,3,5,,,,inconclusive,inconclusive 144207401,NCGC00257757-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208175,NCGC00258530-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208631,NCGC00258984-01,1,0,,,,inactive,inactive,,0,inconclusive,,,inactive,,0,inactive,,0,inactive,Alfa 170466110,NCGC00161420-06,3,25,,,,inconclusive 144210522,NCGC00254170-01,3,5,,,,inconclusive,active 144207402,NCGC00257758-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208176,NCGC00258531-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SV 144208632,NCGC00258985-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient 170466124,NCGC00160664-03,3,25,,,,inconclusive 144211951,NCGC00256240-01,3,5,,,,inconclusive,active 144207403,NCGC00257759-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208177,NCGC00258532-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208633,NCGC00258986-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466128,NCGC00263564-01,3,25,,,,inconclusive 144210525,NCGC00254228-01,3,5,,,,inconclusive,active 144207404,NCGC00257760-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Interchem
144208179,NCGC00258534-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208634,NCGC00258987-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466129,NCGC00253641-01,3,25,,,,inconclusive 144211176,NCGC00254762-01,3,5,,,,inconclusive,inconclusive 144207405,NCGC00257761-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208180,NCGC00258535-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208635,NCGC00258988-01,1,0,,,,inactive,inactive,,0,inconclusive 170466162,NCGC00025014-03,3,25,,,,inconclusive 170465943,NCGC00094881-07,3,5,,,,inconclusive,active 144207406,NCGC00257762-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208181,NCGC00258536-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208636,NCGC00258989-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466175,NCGC00018223-06,3,25,,,,inconclusive 144212734,NCGC00255181-01,3,5,,,,inconclusive,inconclusive 144207407,NCGC00257763-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208182,NCGC00258537-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208637,NCGC00258990-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 170466197,NCGC00165865-02,3,25,,,,inconclusive 144212018,NCGC00256115-01,3,5,,,,inconclusive,active 144207408,NCGC00257764-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208183,NCGC00258538-01,1,0,,,,inactive,inactive,,0,inconclusive 144208638,NCGC00258991-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466223,NCGC00095157-05,3,25,,,,inconclusive 144208916,NCGC00259267-01,3,5,,,,inconclusive,active 144207409,NCGC00257765-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208184,NCGC00258539-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive,,,inconclusive,,,inactive,SIGMA 144208639,NCGC00258992-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466240,NCGC00178352-06,3,25,,,,inconclusive 144207592,NCGC00257948-01,3,5,,,,inconclusive,inconclusive 144207410,NCGC00257766-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208185,NCGC00258540-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208640,NCGC00258993-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466251,NCGC00015759-05,3,25,,,,inconclusive 170465091,NCGC00161599-09,3,5,,,,inconclusive,active 144207411,NCGC00257767-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208187,NCGC00258542-01,1,0,,,,inactive,inactive,,0,active 144208641,NCGC00258994-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466256,NCGC00092314-04,3,25,,,,inconclusive 144212714,NCGC00256249-01,3,5,,,,inconclusive,inconclusive 144207412,NCGC00257768-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208188,NCGC00258543-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208642,NCGC00258995-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466307,NCGC00015424-11,3,25,,,,inconclusive 144211141,NCGC00254728-01,3,5,,,,inconclusive,inconclusive 144207413,NCGC00257769-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144208189,NCGC00258544-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208643,NCGC00258996-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466349,NCGC00169964-05,3,25,,,,inconclusive 170466485,NCGC00162232-06,3,5,,,,inconclusive,inconclusive 144207414,NCGC00257770-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208190,NCGC00258545-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208644,NCGC00258997-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466353,NCGC00015959-09,3,25,,,,inconclusive 170465200,NCGC00025262-02,3,5,,,,inconclusive,inconclusive 144207415,NCGC00257771-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208191,NCGC00258546-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208645,NCGC00258998-01,1,0,,,,inactive,inactive,,0,inconclusive 170466359,NCGC00090752-12,3,25,,,,inconclusive 170465931,NCGC00167521-02,3,5,,,,inconclusive,inconclusive 144207416,NCGC00257772-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208192,NCGC00258547-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144208646,NCGC00258999-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466388,NCGC00159544-03,3,25,,,,inconclusive 170466036,NCGC00181103-02,3,5,,,,inconclusive,active 144207418,NCGC00257774-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208193,NCGC00258548-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active 144208647,NCGC00259000-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,City 170466391,NCGC00262908-01,3,25,,,,inconclusive 170466076,NCGC00179385-03,3,5,,,,inconclusive,active 144207419,NCGC00257775-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208194,NCGC00258549-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208648,NCGC00259001-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient 170466395,NCGC00160275-03,3,25,,,,inconclusive 144213054,NCGC00256509-01,3,5,,,,inconclusive,active 144207420,NCGC00257776-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208195,NCGC00258550-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208649,NCGC00259002-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466414,NCGC00250401-02,3,25,,,,inconclusive 144212238,NCGC00255775-01,3,5,,,,inconclusive,active 144207421,NCGC00257777-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Io-li-tec
144208196,NCGC00258551-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208650,NCGC00259003-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466421,NCGC00013679-06,3,25,,,,inconclusive 144213661,NCGC00257326-01,3,5,,,,inconclusive,active 144207423,NCGC00257779-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208197,NCGC00258552-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208651,NCGC00259004-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466423,NCGC00187943-02,3,25,,,,inconclusive 144210548,NCGC00254172-01,3,5,,,,inconclusive,inconclusive 144207424,NCGC00257780-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144208198,NCGC00258553-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208652,NCGC00259005-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466435,NCGC00018261-06,3,25,,,,inconclusive 144213740,NCGC00257486-01,3,5,,,,inconclusive,inconclusive 144207425,NCGC00257781-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208199,NCGC00258554-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208653,NCGC00259006-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466440,NCGC00164506-02,3,25,,,,inconclusive 144210855,NCGC00254489-01,3,5,,,,inconclusive,active 144207426,NCGC00257782-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208200,NCGC00258555-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208654,NCGC00259007-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466472,NCGC00253650-01,3,25,,,,inconclusive 144207332,NCGC00257688-01,3,5,,,,inconclusive,inconclusive 144207427,NCGC00257783-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208201,NCGC00258556-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208655,NCGC00259008-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Supelco 170466473,NCGC00160566-02,3,25,,,,inconclusive 170465866,NCGC00249934-01,3,5,,,,inconclusive,inconclusive 144207428,NCGC00257784-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208202,NCGC00258557-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208656,NCGC00259009-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService 170466521,NCGC00018301-05,3,25,,,,inconclusive 144207852,NCGC00258208-01,3,5,,,,inconclusive,inconclusive 144207429,NCGC00257785-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208204,NCGC00258559-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144208658,NCGC00259011-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466529,NCGC00160665-02,3,25,,,,inconclusive 170466096,NCGC00164567-02,3,5,,,,inconclusive,active 144207430,NCGC00257786-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208205,NCGC00258560-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208659,NCGC00259012-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466551,NCGC00164503-02,3,25,,,,inconclusive 144207887,NCGC00258243-01,3,5,,,,inconclusive,active 144207431,NCGC00257787-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208206,NCGC00258561-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208660,NCGC00259013-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 170466597,NCGC00164486-04,3,25,,,,inconclusive 170464711,NCGC00263561-01,3,5,,,,inconclusive,inconclusive 144207432,NCGC00257788-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208207,NCGC00258562-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208661,NCGC00259014-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466601,NCGC00160556-02,3,25,,,,inconclusive 170465535,NCGC00249896-01,3,5,,,,inconclusive,inconclusive 144207433,NCGC00257789-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208208,NCGC00258563-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208662,NCGC00259015-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466613,NCGC00164501-02,3,25,,,,inconclusive 144211878,NCGC00255554-01,3,5,,,,inconclusive,active 144207434,NCGC00257790-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208209,NCGC00258564-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208663,NCGC00259016-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros 170466615,NCGC00095016-05,3,25,,,,inconclusive 144210412,NCGC00254106-01,3,5,,,,inconclusive,inconclusive 144207435,NCGC00257791-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208210,NCGC00258565-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208664,NCGC00259017-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 170466621,NCGC00016627-04,3,25,,,,inconclusive 144207824,NCGC00258180-01,3,5,,,,inconclusive,inconclusive 144207436,NCGC00257792-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208212,NCGC00258567-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,NTP-MRI 144208666,NCGC00259019-01,1,0,,,,inactive,inactive,,0,active 170466628,NCGC00166312-02,3,25,,,,inconclusive 144211895,NCGC00255454-01,3,5,,,,inconclusive,active 144207437,NCGC00257793-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
144208213,NCGC00258568-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208667,NCGC00259020-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466640,NCGC00165907-03,3,25,,,,inconclusive 251919767,NCGC00357280-01,3,5,,,,inconclusive,inconclusive 144207439,NCGC00257795-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208214,NCGC00258569-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208668,NCGC00259021-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466677,NCGC00262923-01,3,25,,,,inconclusive 170465792,NCGC00013895-08,3,5,,,,inconclusive,inconclusive 144207440,NCGC00257796-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208217,NCGC00258572-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208669,NCGC00259022-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466706,NCGC00262926-01,3,25,,,,inconclusive 144212060,NCGC00255202-01,3,5,,,,inconclusive,inconclusive 144207441,NCGC00257797-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich
144208218,NCGC00258573-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208670,NCGC00259023-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466727,NCGC00091258-05,3,25,,,,inconclusive 144213957,NCGC00257456-01,3,5,,,,inconclusive,inconclusive 144207442,NCGC00257798-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208219,NCGC00258574-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208671,NCGC00259024-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466778,NCGC00181330-02,3,25,,,,inconclusive 170465292,NCGC00249891-01,3,5,,,,inconclusive,active 144207443,NCGC00257799-01,1,0,,,,inactive,inactive,,0,active
144208221,NCGC00258576-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208672,NCGC00259025-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 170466788,NCGC00241107-02,3,25,,,,inconclusive 144209350,NCGC00259701-01,3,5,,,,inconclusive,active 144207445,NCGC00257801-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144208222,NCGC00258577-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SigmaAldrich 144208674,NCGC00259027-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466791,NCGC00166290-03,3,25,,,,inconclusive 144211405,NCGC00254988-01,3,5,,,,inconclusive,inconclusive 144207446,NCGC00257802-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive
144208223,NCGC00258578-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208675,NCGC00259028-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466793,NCGC00182055-03,3,25,,,,inconclusive 170465172,NCGC00177979-05,3,5,,,,inconclusive,active 144207447,NCGC00257803-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Sensient
144208224,NCGC00258579-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208676,NCGC00259029-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466812,NCGC00093704-12,3,25,,,,inconclusive 144212875,NCGC00256837-01,3,5,,,,inconclusive,active 144207448,NCGC00257804-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
144208225,NCGC00258580-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144208677,NCGC00259030-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 170466835,NCGC00189074-03,3,25,,,,inconclusive 144208297,NCGC00258651-01,3,5,,,,inconclusive,active 144207449,NCGC00257805-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
