tox21-esre-bla-p1_summary.csv tox21-nfkb-bla-p1_summary.csv tox21-ror-cho-antagonist-p1_pubchem_summary.csv tox21-rxr-bla-agonist-p1_pubchem_summary.csv tox21-ap1-bla-agonist-p1_pubchem_summary.csv
PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity PUBCHEM_SID,PUBCHEM_EXT_DATASOURCE_REGID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PUBCHEM_ASSAYDATA_REVOKE,Activity
144213357,NCGC00257119-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213507,NCGC00257068-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros 144211847,NCGC00255425-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212837,NCGC00256665-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144213004,NCGC00256884-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213358,NCGC00257139-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Matrix 144213508,NCGC00257088-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211850,NCGC00255695-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212838,NCGC00256684-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213005,NCGC00256905-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213359,NCGC00257156-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213509,NCGC00257109-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211852,NCGC00255840-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212839,NCGC00256704-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144213006,NCGC00256637-01,1,0,,,,inactive,inactive,,0,active
144213360,NCGC00257175-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213510,NCGC00257128-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144211856,NCGC00255826-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212840,NCGC00256721-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213007,NCGC00256655-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213361,NCGC00257194-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Waterstone 144213511,NCGC00257146-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211858,NCGC00256008-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212841,NCGC00256741-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213008,NCGC00256675-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213362,NCGC00257215-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213512,NCGC00257184-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211860,NCGC00256094-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212842,NCGC00256761-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213009,NCGC00256695-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
144213363,NCGC00256928-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213513,NCGC00257204-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211863,NCGC00255142-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212843,NCGC00256779-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Acros 144213010,NCGC00256714-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213365,NCGC00256984-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213514,NCGC00257226-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144211866,NCGC00256182-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212844,NCGC00256798-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213011,NCGC00256732-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213368,NCGC00257042-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213515,NCGC00256939-01,1,0,,,,inactive,inactive,,0,inconclusive 144211867,NCGC00255442-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212845,NCGC00256817-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213012,NCGC00256772-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Frinton
144213369,NCGC00257061-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144213516,NCGC00256958-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144211870,NCGC00255782-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212846,NCGC00256836-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213013,NCGC00256791-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,ChemService
144213370,NCGC00257078-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213517,NCGC00256976-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211876,NCGC00255339-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212848,NCGC00256874-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213014,NCGC00256808-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213371,NCGC00257100-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213518,NCGC00256994-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211879,NCGC00255702-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212850,NCGC00256627-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213015,NCGC00256827-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213372,NCGC00257140-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213519,NCGC00257032-01,1,0,,,,inactive,inactive,,0,active 144211883,NCGC00255881-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212851,NCGC00256645-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213016,NCGC00256846-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa
144213373,NCGC00257157-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213520,NCGC00257052-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211887,NCGC00255299-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212853,NCGC00256685-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144213018,NCGC00256906-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213374,NCGC00257176-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213521,NCGC00257069-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211888,NCGC00255608-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212854,NCGC00256705-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213019,NCGC00256924-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive
144213375,NCGC00257195-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213523,NCGC00257110-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211889,NCGC00255959-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212855,NCGC00256722-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213021,NCGC00256656-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213376,NCGC00257216-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213524,NCGC00257129-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211892,NCGC00255471-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212856,NCGC00256742-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213022,NCGC00256676-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive
144213377,NCGC00256929-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213525,NCGC00257147-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144211893,NCGC00255663-01,1,0,,,,inactive,inactive,,0,active 144212857,NCGC00256762-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213023,NCGC00256696-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213378,NCGC00256949-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213526,NCGC00257185-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211900,NCGC00256116-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212858,NCGC00256780-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213024,NCGC00256733-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa
144213379,NCGC00256968-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144213527,NCGC00257205-01,1,0,,,,inactive,inactive,,0,inconclusive 144211904,NCGC00255373-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212859,NCGC00256799-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213025,NCGC00256752-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213380,NCGC00256985-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213528,NCGC00257227-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211908,NCGC00255345-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212860,NCGC00256818-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213027,NCGC00256809-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa
144213381,NCGC00257005-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213529,NCGC00256940-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inconclusive,SIGMA 144211911,NCGC00255252-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212861,NCGC00256856-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144213028,NCGC00256828-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213382,NCGC00257023-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144213530,NCGC00256959-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211913,NCGC00256102-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212862,NCGC00256875-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213029,NCGC00256866-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213383,NCGC00257043-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213531,NCGC00256995-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211914,NCGC00256313-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212863,NCGC00256895-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213030,NCGC00256886-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive,,,inactive,,0,inactive,SIGMA
144213384,NCGC00257062-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213532,NCGC00257013-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211916,NCGC00255996-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212864,NCGC00256915-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Crescent 144213031,NCGC00256907-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213385,NCGC00257079-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213533,NCGC00257033-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211918,NCGC00255763-01,1,0,,,,inactive,inactive,,0,inactive,,0,LightBiologicals 144212865,NCGC00256628-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213032,NCGC00256925-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213386,NCGC00257101-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213534,NCGC00257053-01,1,0,,,,inactive,inactive,,0,inconclusive 144211920,NCGC00255503-01,1,0,,,,inactive,inactive,,0,inactive,,0,Alfa 144212866,NCGC00256646-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213033,NCGC00256639-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213387,NCGC00257120-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213535,NCGC00257090-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211921,NCGC00255193-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212867,NCGC00256667-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144213034,NCGC00256657-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa
144213388,NCGC00257141-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213536,NCGC00257111-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144211922,NCGC00256062-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212868,NCGC00256686-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144213035,NCGC00256677-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213389,NCGC00257177-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213537,NCGC00257130-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144211923,NCGC00255156-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212869,NCGC00256723-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144213036,NCGC00256697-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213390,NCGC00257196-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213538,NCGC00257148-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144211924,NCGC00256078-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212870,NCGC00256743-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213037,NCGC00256734-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213391,NCGC00257217-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213539,NCGC00257166-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211925,NCGC00255172-01,1,0,,,,inactive,inactive,,0,inconclusive 144212871,NCGC00256763-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213038,NCGC00256753-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213392,NCGC00256930-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive 144213540,NCGC00257186-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active 144211926,NCGC00256233-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212872,NCGC00256781-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213039,NCGC00256773-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213393,NCGC00256950-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Spectrum 144213541,NCGC00257206-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211928,NCGC00256152-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212873,NCGC00256800-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,active 144213040,NCGC00256810-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213394,NCGC00256969-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213542,NCGC00257228-01,1,0,,,,inactive,inactive,,0,inconclusive 144211934,NCGC00256056-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212874,NCGC00256819-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213041,NCGC00256829-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Alfa
144213395,NCGC00256986-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213543,NCGC00256941-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144211935,NCGC00256257-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212876,NCGC00256857-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213043,NCGC00256867-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213396,NCGC00257006-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213544,NCGC00256960-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211936,NCGC00256256-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212878,NCGC00256896-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213045,NCGC00256926-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI
144213397,NCGC00257024-01,1,0,,,,inactive,inactive,,0,active 144213545,NCGC00256996-01,1,0,,,,inactive,inactive,,0,inconclusive 144211937,NCGC00256163-01,1,0,,,,inactive,inactive,,0,inactive,,0,TCI 144212879,NCGC00256916-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213046,NCGC00256314-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213398,NCGC00257044-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144213546,NCGC00257014-01,1,0,,,,inactive,inactive,,0,inconclusive 144211941,NCGC00256231-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212881,NCGC00256647-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Apollo 144213047,NCGC00256355-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213399,NCGC00257063-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,TCI 144213547,NCGC00257034-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211942,NCGC00256027-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212882,NCGC00256668-01,1,0,,,,inactive,inactive,,0,inactive,,0,inconclusive 144213048,NCGC00256391-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213400,NCGC00257080-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213548,NCGC00257054-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211943,NCGC00256301-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212883,NCGC00256687-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213049,NCGC00256411-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213401,NCGC00257102-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213549,NCGC00257070-01,1,0,,,,inactive,inactive,,0,inconclusive 144211944,NCGC00255386-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212884,NCGC00256706-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213050,NCGC00256429-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213402,NCGC00257121-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213550,NCGC00257091-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211946,NCGC00255430-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212885,NCGC00256724-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,MP 144213052,NCGC00256467-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA
144213403,NCGC00257158-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213551,NCGC00257112-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,Enamine 144211948,NCGC00255478-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212886,NCGC00256744-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213053,NCGC00256488-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals
144213405,NCGC00257197-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,LightBiologicals 144213552,NCGC00257131-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144211950,NCGC00256205-01,1,0,,,,inactive,inactive,,0,inactive,,0,SIGMA 144212887,NCGC00256764-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,inactive,SIGMA 144213054,NCGC00256509-01,1,0,,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive
