file,sample,treatment,population,time,clone,total,base_substitution,small_indel,large_deletion,large_insertion,large_amplification,large_substitution,mobile_element_insertion,gene_conversion,inversion,changed_bp,deleted_bp,inserted_bp,called_bp,total_bp,base_substitution.synonymous,base_substitution.nonsynonymous,base_substitution.nonsense,base_substitution.noncoding,base_substitution.pseudogene,base_substitution.intergenic,mobile_element.IS1,mobile_element.IS150,mobile_element.IS186,mobile_element.IS3,mobile_element.IS4,mobile_element.mediated.IS1,mobile_element.mediated.IS150,mobile_element.mediated.IS186,mobile_element.mediated.IS3,POSSIBLE.INTERGENIC.AT.GC,POSSIBLE.INTERGENIC.AT.CG,POSSIBLE.INTERGENIC.AT.TA,POSSIBLE.INTERGENIC.CG.TA,POSSIBLE.INTERGENIC.CG.AT,POSSIBLE.INTERGENIC.CG.GC,POSSIBLE.INTERGENIC.TOTAL,POSSIBLE.NONCODING.AT.GC,POSSIBLE.NONCODING.AT.CG,POSSIBLE.NONCODING.AT.TA,POSSIBLE.NONCODING.CG.TA,POSSIBLE.NONCODING.CG.AT,POSSIBLE.NONCODING.CG.GC,POSSIBLE.NONCODING.TOTAL,POSSIBLE.PSEUDOGENE.AT.GC,POSSIBLE.PSEUDOGENE.AT.CG,POSSIBLE.PSEUDOGENE.AT.TA,POSSIBLE.PSEUDOGENE.CG.TA,POSSIBLE.PSEUDOGENE.CG.AT,POSSIBLE.PSEUDOGENE.CG.GC,POSSIBLE.PSEUDOGENE.TOTAL,POSSIBLE.SYNONYMOUS.AT.GC,POSSIBLE.SYNONYMOUS.AT.CG,POSSIBLE.SYNONYMOUS.AT.TA,POSSIBLE.SYNONYMOUS.CG.TA,POSSIBLE.SYNONYMOUS.CG.AT,POSSIBLE.SYNONYMOUS.CG.GC,POSSIBLE.SYNONYMOUS.TOTAL,POSSIBLE.NONSYNONYMOUS.AT.GC,POSSIBLE.NONSYNONYMOUS.AT.CG,POSSIBLE.NONSYNONYMOUS.AT.TA,POSSIBLE.NONSYNONYMOUS.CG.TA,POSSIBLE.NONSYNONYMOUS.CG.AT,POSSIBLE.NONSYNONYMOUS.CG.GC,POSSIBLE.NONSYNONYMOUS.TOTAL,POSSIBLE.NONSENSE.AT.GC,POSSIBLE.NONSENSE.AT.CG,POSSIBLE.NONSENSE.AT.TA,POSSIBLE.NONSENSE.CG.TA,POSSIBLE.NONSENSE.CG.AT,POSSIBLE.NONSENSE.CG.GC,POSSIBLE.NONSENSE.TOTAL,POSSIBLE.TOTAL.AT.GC,POSSIBLE.TOTAL.AT.CG,POSSIBLE.TOTAL.AT.TA,POSSIBLE.TOTAL.CG.TA,POSSIBLE.TOTAL.CG.AT,POSSIBLE.TOTAL.CG.GC,POSSIBLE.TOTAL.TOTAL,OBSERVED.INTERGENIC.AT.GC,OBSERVED.INTERGENIC.AT.CG,OBSERVED.INTERGENIC.AT.TA,OBSERVED.INTERGENIC.CG.TA,OBSERVED.INTERGENIC.CG.AT,OBSERVED.INTERGENIC.CG.GC,OBSERVED.INTERGENIC.TOTAL,OBSERVED.NONCODING.AT.GC,OBSERVED.NONCODING.AT.CG,OBSERVED.NONCODING.AT.TA,OBSERVED.NONCODING.CG.TA,OBSERVED.NONCODING.CG.AT,OBSERVED.NONCODING.CG.GC,OBSERVED.NONCODING.TOTAL,OBSERVED.PSEUDOGENE.AT.GC,OBSERVED.PSEUDOGENE.AT.CG,OBSERVED.PSEUDOGENE.AT.TA,OBSERVED.PSEUDOGENE.CG.TA,OBSERVED.PSEUDOGENE.CG.AT,OBSERVED.PSEUDOGENE.CG.GC,OBSERVED.PSEUDOGENE.TOTAL,OBSERVED.SYNONYMOUS.AT.GC,OBSERVED.SYNONYMOUS.AT.CG,OBSERVED.SYNONYMOUS.AT.TA,OBSERVED.SYNONYMOUS.CG.TA,OBSERVED.SYNONYMOUS.CG.AT,OBSERVED.SYNONYMOUS.CG.GC,OBSERVED.SYNONYMOUS.TOTAL,OBSERVED.NONSYNONYMOUS.AT.GC,OBSERVED.NONSYNONYMOUS.AT.CG,OBSERVED.NONSYNONYMOUS.AT.TA,OBSERVED.NONSYNONYMOUS.CG.TA,OBSERVED.NONSYNONYMOUS.CG.AT,OBSERVED.NONSYNONYMOUS.CG.GC,OBSERVED.NONSYNONYMOUS.TOTAL,OBSERVED.NONSENSE.AT.GC,OBSERVED.NONSENSE.AT.CG,OBSERVED.NONSENSE.AT.TA,OBSERVED.NONSENSE.CG.TA,OBSERVED.NONSENSE.CG.AT,OBSERVED.NONSENSE.CG.GC,OBSERVED.NONSENSE.TOTAL,OBSERVED.TOTAL.AT.GC,OBSERVED.TOTAL.AT.CG,OBSERVED.TOTAL.AT.TA,OBSERVED.TOTAL.CG.TA,OBSERVED.TOTAL.CG.AT,OBSERVED.TOTAL.CG.GC,OBSERVED.TOTAL.TOTAL
Ara+6_1000gen_963B.gd,Ara+6_1000gen_963B,LTEE,Ara+6,1000,B,3,3,0,0,0,0,0,0,0,0,3,0,0,4465410,4629812,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,3
Ara+6_1500gen_1067A.gd,Ara+6_1500gen_1067A,LTEE,Ara+6,1500,A,4,4,0,0,0,0,0,0,0,0,4,0,0,4465410,4629812,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,4,0,0,0,0,0,0,0,0,1,1,0,2,0,4
Ara+6_1500gen_1067B.gd,Ara+6_1500gen_1067B,LTEE,Ara+6,1500,B,6,4,0,2,0,0,0,0,0,0,4,6682,0,4465410,4629812,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,2,0,4
Ara+6_2000gen_1163A.gd,Ara+6_2000gen_1163A,LTEE,Ara+6,2000,A,5,4,0,1,0,0,0,0,0,0,4,6417,0,4465410,4629812,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,2,0,1,0,4
Ara+6_2000gen_1163B.gd,Ara+6_2000gen_1163B,LTEE,Ara+6,2000,B,5,4,0,1,0,0,0,0,0,0,4,6417,0,4465410,4629812,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,1,2,0,1,0,4
Ara+6_5000gen_2178A.gd,Ara+6_5000gen_2178A,LTEE,Ara+6,5000,A,8,6,1,1,0,0,0,0,0,0,6,5160,3,4465410,4629812,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,2,2,1,1,0,6
Ara+6_5000gen_2178B.gd,Ara+6_5000gen_2178B,LTEE,Ara+6,5000,B,10,6,2,2,0,0,0,0,0,0,6,8270,3,4465410,4629812,0,4,0,0,0,2,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,4,0,0,0,0,0,0,0,0,2,2,1,1,0,6
Ara+6_10000gen_4535A.gd,Ara+6_10000gen_4535A,LTEE,Ara+6,10000,A,599,594,3,1,0,0,0,1,0,0,594,5162,1449,4465410,4629812,62,446,9,0,7,70,0,1,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,70,0,0,0,0,70,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,62,0,0,0,0,62,0,443,1,1,1,0,446,0,9,0,0,0,0,9,0,591,1,1,1,0,594
Ara+6_10000gen_4535B.gd,Ara+6_10000gen_4535B,LTEE,Ara+6,10000,B,680,675,2,1,0,0,0,2,0,0,675,5161,2798,4465410,4629812,79,500,9,0,6,81,0,1,1,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,80,0,0,0,0,80,0,1,0,0,0,0,1,0,6,0,0,0,0,6,0,78,0,1,0,0,79,0,497,1,1,1,0,500,0,9,0,0,0,0,9,0,671,1,2,1,0,675
Ara+6_15000gen_7188A.gd,Ara+6_15000gen_7188A,LTEE,Ara+6,15000,A,995,988,2,2,0,0,0,3,0,0,988,13780,3575,4465410,4629812,114,707,19,0,12,136,1,1,1,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,131,0,1,0,0,134,0,1,0,0,0,0,1,0,13,0,0,0,0,13,0,111,0,2,1,0,114,0,704,1,1,1,0,707,0,18,0,1,0,0,19,2,978,1,5,2,0,988
Ara+6_15000gen_7188B.gd,Ara+6_15000gen_7188B,LTEE,Ara+6,15000,B,1002,995,2,2,0,0,0,3,0,0,995,13780,3575,4465410,4629812,119,707,21,0,12,136,1,1,1,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,131,0,1,0,0,134,0,1,0,0,0,0,1,0,13,0,0,0,0,13,0,116,0,2,1,0,119,0,703,1,1,2,0,707,0,20,0,1,0,0,21,2,984,1,5,3,0,995
Ara+6_20000gen_8605A.gd,Ara+6_20000gen_8605A,LTEE,Ara+6,20000,A,1238,1231,2,2,0,0,0,3,0,0,1231,13780,4244,4465410,4629812,141,892,23,0,16,159,0,2,1,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,152,0,2,1,0,157,0,1,0,0,0,0,1,0,17,0,0,0,0,17,0,138,0,2,1,0,141,0,882,1,1,8,0,892,0,22,0,1,0,0,23,2,1212,1,6,10,0,1231
Ara+6_20000gen_8605B.gd,Ara+6_20000gen_8605B,LTEE,Ara+6,20000,B,1359,1352,3,2,0,0,0,2,0,0,1352,13781,2798,4465410,4629812,163,969,26,0,17,177,0,1,1,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,171,0,2,0,0,175,0,1,0,0,0,0,1,0,18,0,0,0,0,18,0,159,0,3,1,0,163,0,965,2,1,1,0,969,0,25,0,1,0,0,26,2,1339,2,7,2,0,1352
Ara+6_30000gen_10417.gd,Ara+6_30000gen_10417,LTEE,Ara+6,30000,A,1843,1833,2,4,0,0,0,4,0,0,1833,43480,4352,4465410,4629812,215,1320,32,1,24,241,2,1,1,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,234,0,3,0,0,239,0,2,0,0,0,0,2,0,25,0,0,0,0,25,0,211,0,3,1,0,215,1,1316,1,1,1,0,1320,0,31,0,1,0,0,32,3,1819,1,8,2,0,1833
Ara+6_30000gen_10418.gd,Ara+6_30000gen_10418,LTEE,Ara+6,30000,B,1888,1879,2,5,0,0,0,2,0,0,1879,67635,2798,4465410,4629812,211,1363,30,1,24,250,0,1,1,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,243,0,3,0,0,248,0,2,0,0,0,0,2,0,24,0,0,0,0,24,1,206,0,3,1,0,211,1,1360,1,1,1,0,1364,0,28,0,2,0,0,30,4,1863,1,9,2,0,1879
Ara+6_40000gen_10985.gd,Ara+6_40000gen_10985,LTEE,Ara+6,40000,A,2191,2177,3,8,0,0,0,3,0,0,2177,76300,3576,4465410,4629812,269,1564,35,1,26,282,1,1,1,0,0,3,1,0,1,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,274,0,4,0,0,280,0,2,0,0,0,0,2,0,27,0,0,0,0,27,0,261,0,3,4,0,268,1,1558,1,4,1,0,1565,0,34,0,1,0,0,35,3,2156,1,12,5,0,2177
Ara+6_40000gen_10986.gd,Ara+6_40000gen_10986,LTEE,Ara+6,40000,B,2026,2014,4,4,0,0,0,4,0,0,2014,43481,5693,4465410,4629812,228,1446,38,1,30,271,0,3,1,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,263,0,4,0,0,269,0,2,0,0,0,0,2,0,31,0,0,0,0,31,0,222,0,4,2,0,228,1,1441,1,2,1,0,1446,0,37,0,1,0,0,38,3,1996,1,11,3,0,2014
Ara+6_50000gen_11370.gd,Ara+6_50000gen_11370,LTEE,Ara+6,50000,A,2562,2552,3,5,0,0,0,2,0,0,2552,73042,2799,4465410,4629812,292,1821,42,1,40,356,0,1,1,0,0,1,2,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,5,344,0,4,1,0,354,0,2,0,0,0,0,2,0,40,0,0,0,0,40,0,284,0,6,3,0,293,2,1808,1,4,5,1,1821,0,40,0,2,0,0,42,7,2518,1,16,9,1,2552
Ara+6_50000gen_11371.gd,Ara+6_50000gen_11371,LTEE,Ara+6,50000,B,2299,2281,4,8,0,0,0,6,0,0,2281,62344,5902,4465410,4629812,288,1632,38,1,29,293,4,1,1,0,0,4,1,0,1,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,278,0,5,6,0,291,0,2,0,0,0,0,2,0,30,0,0,0,0,30,0,268,0,4,15,0,287,2,1612,2,3,14,0,1633,0,36,0,1,1,0,38,4,2226,2,13,36,0,2281
Ara-1_500gen_762B.gd,Ara-1_500gen_762B,LTEE,Ara-1,500,A,3,2,0,1,0,0,0,0,0,0,2,3060,0,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2
Ara-1_500gen_762C.gd,Ara-1_500gen_762C,LTEE,Ara-1,500,B,5,3,1,1,0,0,0,0,0,0,3,1139,0,4465410,4629812,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,3
Ara-1_1000gen_964B.gd,Ara-1_1000gen_964B,LTEE,Ara-1,1000,A,4,2,1,1,0,0,0,0,0,0,2,6934,1,4465410,4629812,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2
Ara-1_1000gen_964C.gd,Ara-1_1000gen_964C,LTEE,Ara-1,1000,B,6,4,0,1,0,0,0,1,0,0,4,3060,777,4465410,4629812,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,4,0,0,0,0,0,0,0,1,1,0,0,2,0,4
Ara-1_1500gen_1068B.gd,Ara-1_1500gen_1068B,LTEE,Ara-1,1500,A,5,2,1,1,0,0,0,1,0,0,2,6934,1447,4465410,4629812,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,2
Ara-1_1500gen_1068C.gd,Ara-1_1500gen_1068C,LTEE,Ara-1,1500,B,7,4,2,1,0,0,0,0,0,0,4,6934,8,4465410,4629812,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,0,0,0,0,1,3,0,0,4
Ara-1_2000gen_1164A.gd,Ara-1_2000gen_1164A,LTEE,Ara-1,2000,A,6,3,1,1,0,0,0,1,0,0,3,6934,1350,4465410,4629812,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,1,1,0,1,3
Ara-1_2000gen_1164B.gd,Ara-1_2000gen_1164B,LTEE,Ara-1,2000,B,6,3,2,1,0,0,0,0,0,0,3,6934,8,4465410,4629812,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,1,2,0,0,3
Ara-1_5000gen_2179A.gd,Ara-1_5000gen_2179A,LTEE,Ara-1,5000,A,14,9,2,1,0,0,0,2,0,0,9,6934,2797,4465410,4629812,0,9,0,0,0,0,0,1,1,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,1,0,9,0,0,0,0,0,0,0,0,1,3,4,1,0,9
Ara-1_5000gen_2179B.gd,Ara-1_5000gen_2179B,LTEE,Ara-1,5000,B,15,8,4,1,0,0,0,2,0,0,8,6967,2797,4465410,4629812,0,8,0,0,0,0,0,1,1,0,0,0,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,0,8,0,0,0,0,0,0,0,0,1,3,3,1,0,8
Ara-1_10000gen_4536A.gd,Ara-1_10000gen_4536A,LTEE,Ara-1,10000,A,27,16,5,3,0,0,0,3,0,0,16,38468,4341,4465410,4629812,1,12,0,0,0,3,0,3,0,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,4,3,2,0,12,0,0,0,0,0,0,0,1,4,4,5,2,0,16
Ara-1_10000gen_4536B.gd,Ara-1_10000gen_4536B,LTEE,Ara-1,10000,B,28,18,6,3,0,0,0,1,0,0,18,38468,1450,4465410,4629812,1,12,0,0,0,5,0,1,0,0,0,1,1,0,0,283078,283078,283078,200334,200334,200334,1450236,980,980,980,1205,1205,1205,6555,30249,30249,30249,28535,28535,28535,176352,611026,252955,289186,751754,461720,417744,2784385,1276787,1595545,1474734,1179428,1440871,1590353,8557718,0,39313,123893,102034,130625,25119,420984,2202120,2202120,2202120,2263290,2263290,2263290,13396230,2,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,4,3,2,0,12,0,0,0,0,0,0,0,3,4,5,4,2,0,18
